Exit stations,Entry stations->,,WEEKDAY,,,Jul 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	15 , 	113 , 	78 , 	63 , 	379 , 	96 , 	118 , 	147 , 	195 , 	39 , 	85 , 	66 , 	37 , 	22 , 	25 , 	19 , 	17 , 	28 , 	18 , 	14 , 	21 , 	5 , 	9 , 	19 , 	24 , 	429 , 	392 , 	435 , 	336 , 	173 , 	168 , 	46 , 	56 , 	41 , 	16 , 	5 , 	17 , 	4 , 	20 , 	12 , 	21 , 	64 , 	28 , 	6 , 	16 , 	11 , 	-   , 	-   , 	8 , 	10 ," 	3,967 ",,,,,,,,,,,,,
EN, 	119 , 	21 , 	78 , 	84 , 	776 , 	127 , 	237 , 	461 , 	558 , 	101 , 	100 , 	120 , 	56 , 	41 , 	51 , 	25 , 	31 , 	58 , 	28 , 	17 , 	29 , 	9 , 	10 , 	29 , 	37 ," 	1,002 "," 	1,017 ", 	915 , 	746 , 	288 , 	211 , 	90 , 	99 , 	76 , 	26 , 	10 , 	27 , 	6 , 	18 , 	30 , 	39 , 	135 , 	67 , 	14 , 	45 , 	30 , 	-   , 	-   , 	4 , 	11 ," 	8,111 ",,,,,,,,,,,,,
EP, 	82 , 	71 , 	13 , 	45 , 	635 , 	81 , 	127 , 	287 , 	324 , 	52 , 	49 , 	49 , 	28 , 	17 , 	19 , 	8 , 	19 , 	32 , 	14 , 	17 , 	28 , 	7 , 	4 , 	25 , 	15 , 	596 , 	668 , 	413 , 	408 , 	131 , 	69 , 	33 , 	33 , 	27 , 	6 , 	4 , 	15 , 	4 , 	9 , 	9 , 	13 , 	81 , 	31 , 	9 , 	32 , 	12 , 	-   , 	-   , 	3 , 	5 ," 	4,661 ",,,,,,,,,,,,,
NB, 	62 , 	78 , 	49 , 	17 , 	148 , 	55 , 	78 , 	249 , 	250 , 	49 , 	61 , 	43 , 	25 , 	14 , 	21 , 	9 , 	20 , 	26 , 	20 , 	20 , 	24 , 	10 , 	8 , 	14 , 	13 , 	680 , 	697 , 	396 , 	442 , 	162 , 	92 , 	27 , 	28 , 	26 , 	5 , 	7 , 	15 , 	4 , 	10 , 	8 , 	10 , 	116 , 	43 , 	7 , 	37 , 	14 , 	-   , 	-   , 	5 , 	6 ," 	4,201 ",,,,,,,,,,,,,
BK, 	433 , 	830 , 	633 , 	170 , 	51 , 	323 , 	323 , 	555 , 	533 , 	202 , 	264 , 	173 , 	192 , 	152 , 	128 , 	77 , 	190 , 	281 , 	105 , 	169 , 	140 , 	83 , 	58 , 	38 , 	71 ," 	1,263 "," 	1,159 ", 	875 , 	804 , 	352 , 	245 , 	155 , 	117 , 	106 , 	33 , 	57 , 	160 , 	33 , 	74 , 	39 , 	42 , 	164 , 	190 , 	75 , 	64 , 	126 , 	-   , 	-   , 	30 , 	49 ," 	12,389 ",,,,,,,,,,,,,
AS, 	102 , 	122 , 	84 , 	55 , 	279 , 	15 , 	91 , 	249 , 	267 , 	53 , 	98 , 	71 , 	49 , 	36 , 	35 , 	21 , 	35 , 	37 , 	24 , 	28 , 	23 , 	8 , 	8 , 	11 , 	28 , 	756 , 	799 , 	451 , 	495 , 	239 , 	121 , 	34 , 	36 , 	28 , 	9 , 	9 , 	19 , 	7 , 	16 , 	10 , 	13 , 	74 , 	38 , 	14 , 	25 , 	20 , 	-   , 	-   , 	5 , 	14 ," 	5,060 ",,,,,,,,,,,,,
MA, 	138 , 	242 , 	117 , 	75 , 	313 , 	90 , 	36 , 	199 , 	227 , 	57 , 	147 , 	129 , 	116 , 	89 , 	92 , 	56 , 	71 , 	111 , 	151 , 	184 , 	150 , 	48 , 	48 , 	51 , 	43 ," 	1,114 "," 	1,181 ", 	822 , 	824 , 	376 , 	216 , 	87 , 	71 , 	60 , 	22 , 	21 , 	78 , 	46 , 	152 , 	32 , 	31 , 	134 , 	74 , 	31 , 	32 , 	38 , 	-   , 	-   , 	34 , 	118 ," 	8,575 ",,,,,,,,,,,,,
19, 	168 , 	471 , 	289 , 	258 , 	511 , 	252 , 	184 , 	33 , 	48 , 	37 , 	180 , 	173 , 	244 , 	214 , 	211 , 	149 , 	227 , 	326 , 	288 , 	391 , 	328 , 	164 , 	113 , 	157 , 	65 ," 	1,392 "," 	1,515 ", 	916 ," 	1,002 ", 	450 , 	318 , 	176 , 	128 , 	137 , 	68 , 	65 , 	229 , 	139 , 	170 , 	69 , 	67 , 	110 , 	130 , 	111 , 	39 , 	107 , 	-   , 	-   , 	48 , 	127 ," 	12,994 ",,,,,,,,,,,,,
12, 	215 , 	585 , 	316 , 	258 , 	458 , 	254 , 	214 , 	48 , 	39 , 	35 , 	212 , 	240 , 	349 , 	326 , 	292 , 	174 , 	246 , 	343 , 	321 , 	434 , 	304 , 	141 , 	132 , 	179 , 	91 ," 	1,319 "," 	1,293 ", 	899 , 	924 , 	344 , 	307 , 	202 , 	209 , 	202 , 	131 , 	126 , 	270 , 	137 , 	231 , 	92 , 	82 , 	147 , 	165 , 	126 , 	50 , 	102 , 	-   , 	-   , 	50 , 	178 ," 	13,792 ",,,,,,,,,,,,,
LM, 	38 , 	91 , 	50 , 	47 , 	182 , 	60 , 	57 , 	36 , 	33 , 	22 , 	155 , 	214 , 	304 , 	238 , 	137 , 	86 , 	119 , 	123 , 	39 , 	24 , 	28 , 	11 , 	8 , 	26 , 	29 , 	954 ," 	1,045 ", 	710 , 	617 , 	261 , 	151 , 	67 , 	76 , 	62 , 	8 , 	131 , 	211 , 	11 , 	24 , 	19 , 	15 , 	49 , 	20 , 	87 , 	27 , 	103 , 	-   , 	-   , 	7 , 	21 ," 	6,836 ",,,,,,,,,,,,,
FV, 	89 , 	97 , 	47 , 	62 , 	264 , 	97 , 	146 , 	194 , 	219 , 	164 , 	28 , 	225 , 	225 , 	205 , 	179 , 	89 , 	75 , 	119 , 	48 , 	24 , 	36 , 	16 , 	24 , 	47 , 	91 , 	946 , 	991 , 	900 , 	839 , 	328 , 	211 , 	71 , 	80 , 	66 , 	10 , 	57 , 	135 , 	10 , 	27 , 	17 , 	24 , 	76 , 	30 , 	64 , 	15 , 	58 , 	-   , 	-   , 	9 , 	23 ," 	7,795 ",,,,,,,,,,,,,
CL, 	72 , 	123 , 	52 , 	46 , 	172 , 	78 , 	131 , 	186 , 	272 , 	181 , 	222 , 	24 , 	160 , 	176 , 	129 , 	74 , 	87 , 	120 , 	65 , 	54 , 	53 , 	30 , 	24 , 	41 , 	89 , 	533 , 	510 , 	475 , 	403 , 	149 , 	113 , 	53 , 	58 , 	63 , 	14 , 	68 , 	194 , 	16 , 	53 , 	19 , 	27 , 	40 , 	20 , 	85 , 	29 , 	84 , 	-   , 	-   , 	23 , 	42 ," 	5,730 ",,,,,,,,,,,,,
SL, 	36 , 	64 , 	27 , 	27 , 	191 , 	56 , 	113 , 	253 , 	353 , 	318 , 	224 , 	154 , 	17 , 	121 , 	139 , 	71 , 	94 , 	122 , 	30 , 	29 , 	23 , 	9 , 	8 , 	19 , 	37 , 	797 , 	822 , 	603 , 	524 , 	167 , 	94 , 	46 , 	68 , 	55 , 	9 , 	42 , 	113 , 	13 , 	18 , 	15 , 	13 , 	53 , 	12 , 	54 , 	9 , 	58 , 	-   , 	-   , 	8 , 	17 ," 	6,145 ",,,,,,,,,,,,,
BF, 	21 , 	40 , 	17 , 	17 , 	140 , 	32 , 	89 , 	221 , 	314 , 	232 , 	192 , 	167 , 	114 , 	15 , 	97 , 	62 , 	93 , 	160 , 	21 , 	10 , 	12 , 	4 , 	3 , 	13 , 	36 , 	700 , 	705 , 	547 , 	462 , 	149 , 	87 , 	33 , 	45 , 	44 , 	13 , 	47 , 	134 , 	5 , 	8 , 	12 , 	19 , 	36 , 	12 , 	79 , 	8 , 	50 , 	-   , 	-   , 	6 , 	7 ," 	5,331 ",,,,,,,,,,,,,
HY, 	27 , 	51 , 	19 , 	24 , 	116 , 	35 , 	91 , 	215 , 	281 , 	131 , 	184 , 	136 , 	145 , 	92 , 	19 , 	80 , 	165 , 	227 , 	24 , 	14 , 	19 , 	6 , 	5 , 	17 , 	31 , 	483 , 	526 , 	331 , 	298 , 	98 , 	57 , 	31 , 	32 , 	29 , 	6 , 	36 , 	67 , 	5 , 	23 , 	6 , 	15 , 	27 , 	10 , 	35 , 	12 , 	75 , 	-   , 	-   , 	7 , 	17 ," 	4,378 ",,,,,,,,,,,,,
SH, 	22 , 	24 , 	9 , 	8 , 	70 , 	20 , 	52 , 	145 , 	159 , 	80 , 	84 , 	80 , 	66 , 	64 , 	72 , 	11 , 	65 , 	115 , 	9 , 	11 , 	12 , 	2 , 	2 , 	6 , 	18 , 	429 , 	407 , 	242 , 	247 , 	79 , 	42 , 	19 , 	18 , 	24 , 	7 , 	12 , 	43 , 	2 , 	10 , 	5 , 	9 , 	15 , 	6 , 	22 , 	8 , 	49 , 	-   , 	-   , 	4 , 	6 ," 	2,908 ",,,,,,,,,,,,,
UC, 	18 , 	36 , 	19 , 	19 , 	184 , 	40 , 	69 , 	228 , 	240 , 	111 , 	79 , 	89 , 	94 , 	93 , 	165 , 	61 , 	22 , 	215 , 	16 , 	19 , 	15 , 	5 , 	4 , 	7 , 	16 , 	949 , 	810 , 	370 , 	333 , 	92 , 	38 , 	13 , 	21 , 	27 , 	5 , 	17 , 	66 , 	2 , 	10 , 	6 , 	5 , 	29 , 	4 , 	30 , 	18 , 	44 , 	-   , 	-   , 	4 , 	8 ," 	4,768 ",,,,,,,,,,,,,
